latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,bedrooms,beds,baths,month,neighborhood_avgprice,last_review_month,last_review_year,neighgroup_Bronx,neighgroup_Brooklyn,neighgroup_Manhattan,neighgroup_Queens,neighgroup_Staten Island,roomtype_Entire home/apt,roomtype_Hotel room,roomtype_Private room,roomtype_Shared room,license_Exempt,license_Has License,license_No License,ratings_3.0,ratings_4.0,ratings_4.2,ratings_4.4,ratings_4.6,ratings_4.8,ratings_5,ratings_New,ratings_No rating,ratings_less3
40.68653,-73.91388,135.0,30,9,0.15,19,365,0,1,2,1.0,9,122.0,9,2022,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
40.72555,-73.95576,200.0,30,1,0.04,1,263,0,1,1,1.0,12,240.0,12,2021,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40.74293,-73.97318,175.0,30,2,0.07,91,340,0,1,1,1.0,10,197.0,10,2021,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40.6864157,-73.9095853,182.0,30,16,1.74,1,165,16,2,2,1.0,9,122.0,9,2023,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
40.79398828561203,-73.94719684277997,29.0,30,5,0.43,4,153,5,1,1,1.0,11,145.0,11,2023,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40.7208,-73.94238,89.0,30,17,0.21,8,174,5,0,2,1.0,9,240.0,9,2023,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
40.70866,-73.95203,105.0,3,45,3.08,1,288,35,1,2,1.0,12,185.0,12,2023,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
40.6915,-73.9123,150.0,30,40,2.49,9,365,24,1,1,1.5,8,122.0,8,2023,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
40.68648,-73.9155,45.0,30,3,0.08,19,310,1,1,1,1.5,4,122.0,4,2023,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
40.80277949637711,-73.95851182329305,40.0,30,3,0.33,5,365,3,1,1,1.0,6,131.0,6,2023,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
40.68456,-73.9201,167.0,30,11,0.69,4,331,4,3,3,2.0,11,266.0,11,2023,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
